,location,total_sqft,bath,price,BHK,price_per_sqft_in_thousand
11580,other,1080.0,2.0,67.0,2,6.203703703703703
11581,other,1220.0,2.0,72.0,2,5.901639344262295
11582,begur road,1200.0,2.0,44.4,2,3.7
11583,bommanahalli,1355.0,2.0,73.17,2,5.4
11584,r.t. nagar,2400.0,3.0,348.0,3,14.5
11585,other,1500.0,2.0,60.0,2,4.0
11586,koramangala,1355.0,2.0,95.0,2,7.011070110701107
11587,electronic city,1070.0,2.0,57.0,2,5.327102803738318
11588,cv raman nagar,1980.0,4.0,180.0,3,9.090909090909092
11589,bommasandra,842.0,2.0,30.0,2,3.5629453681710213
11590,bannerghatta road,700.0,1.0,31.2,1,4.457142857142857
11591,other,2500.0,4.0,65.0,3,2.6
11592,other,1884.0,3.0,95.0,3,5.042462845010616
11593,other,1100.0,2.0,75.0,2,6.818181818181818
11594,raja rajeshwari nagar,1196.0,2.0,40.54,2,3.3896321070234112
11595,budigere,1820.0,3.0,85.0,3,4.670329670329671
11596,other,1200.0,8.0,145.0,8,12.083333333333334
11597,thanisandra,1185.0,2.0,43.5,2,3.670886075949367
11598,varthur,2145.0,3.0,170.0,3,7.925407925407925
11599,whitefield,1220.0,2.0,89.0,2,7.295081967213115
11600,whitefield,1116.0,2.0,51.91,2,4.651433691756273
11601,6th phase jp nagar,1192.0,2.0,75.0,2,6.291946308724833
11602,marathahalli,1449.0,3.0,110.0,3,7.59144237405107
11603,ardendale,2500.0,3.0,250.0,3,10.0
11604,electronic city,1700.0,3.0,90.0,3,5.294117647058823
11605,hebbal,1920.0,3.0,150.0,3,7.8125
11606,other,1350.0,2.0,90.0,2,6.666666666666667
11607,other,4800.0,5.0,350.0,4,7.291666666666667
11608,other,1700.0,3.0,74.0,3,4.352941176470588
11609,hoodi,1447.0,3.0,76.0,2,5.25224602626123
11610,kanakpura road,1329.0,2.0,107.0,2,8.051166290443943
11611,sarjapur road,1314.0,2.0,70.44,3,5.360730593607306
11612,other,1200.0,3.0,110.0,3,9.166666666666666
11613,basavangudi,1214.0,3.0,220.0,6,18.12191103789127
11614,hosa road,1513.0,3.0,103.0,3,6.8076668869795105
11615,other,1276.0,2.0,80.0,3,6.269592476489028
11616,vittasandra,1246.0,2.0,67.5,2,5.417335473515249
11617,other,705.0,1.0,65.0,1,9.21985815602837
11618,other,1220.0,2.0,62.0,2,5.081967213114754
11619,yelahanka new town,1800.0,2.0,45.0,3,2.5
11620,kaval byrasandra,1400.0,3.0,75.0,3,5.357142857142857
11621,kasavanhalli,1245.0,2.0,80.0,2,6.42570281124498
11622,other,1495.0,2.0,63.0,3,4.214046822742475
11623,other,2000.0,2.0,275.0,3,13.75
11624,other,996.0,2.0,36.5,2,3.6646586345381524
11625,yelahanka new town,1000.0,2.0,44.0,2,4.4
11626,other,1250.0,2.0,75.0,2,6.0
11627,chandapura,975.0,2.0,24.86,2,2.54974358974359
11628,thanisandra,1261.0,2.0,80.0,3,6.3441712926249005
11629,electronics city phase 1,1080.0,2.0,46.0,2,4.2592592592592595
11630,other,1230.0,2.0,50.0,2,4.065040650406504
11631,kammasandra,982.0,2.0,25.53,2,2.59979633401222
11632,bommasandra,1260.0,3.0,49.36,3,3.9174603174603173
11633,hsr layout,1590.0,2.0,135.0,3,8.49056603773585
11634,horamavu agara,1220.0,2.0,39.0,2,3.19672131147541
11635,electronic city phase ii,1320.0,2.0,38.12,3,2.8878787878787877
11636,green glen layout,1750.0,3.0,105.0,3,6.0
11637,whitefield,1436.0,2.0,62.15,3,4.327994428969359
11638,tc palaya,1200.0,2.0,66.0,3,5.5
11639,malleshwaram,1500.0,2.0,140.0,2,9.333333333333334
11640,varthur,1560.0,3.0,90.0,3,5.769230769230769
11641,whitefield,3758.0,3.0,300.0,3,7.982969664715274
11642,other,1275.0,2.0,59.0,2,4.627450980392157
11643,other,1040.0,2.0,36.4,2,3.5
11644,bellandur,2400.0,3.0,115.0,3,4.791666666666667
11645,other,1500.0,9.0,230.0,6,15.333333333333334
11646,other,3150.0,5.0,212.0,4,6.73015873015873
11647,other,1960.0,3.0,165.0,3,8.418367346938776
11648,jp nagar,3200.0,5.0,309.0,4,9.65625
11649,yeshwanthpur,1195.0,2.0,100.0,2,8.368200836820083
11650,yelahanka,1195.0,2.0,53.105,2,4.443933054393305
11651,hosakerehalli,4500.0,5.0,145.0,5,3.2222222222222223
11652,ulsoor,450.0,3.0,70.0,3,15.555555555555555
11653,other,4304.0,4.0,699.0,4,16.240706319702603
11654,other,648.0,1.0,40.0,1,6.172839506172839
11655,sarjapur road,2100.0,3.0,130.0,3,6.190476190476191
11656,other,4209.0,4.0,602.0,4,14.302684723212165
11657,kudlu,1027.0,2.0,44.0,2,4.284323271665044
11658,whitefield,1575.0,4.0,250.0,4,15.873015873015873
11659,bommasandra,1365.0,3.0,52.82,3,3.8695970695970696
11660,yelahanka new town,650.0,1.0,18.0,1,2.769230769230769
11661,chandapura,1200.0,2.0,52.0,3,4.333333333333333
11662,other,1100.0,2.0,90.0,2,8.181818181818182
11663,7th phase jp nagar,1075.0,2.0,57.0,3,5.3023255813953485
11664,banashankari,1100.0,2.0,63.0,2,5.7272727272727275
11665,other,1320.0,2.0,58.0,3,4.393939393939394
11666,kammasandra,1500.0,3.0,65.0,3,4.333333333333333
11667,other,1200.0,5.0,150.0,4,12.5
11668,other,1125.0,3.0,126.0,4,11.2
11669,vittasandra,1246.0,2.0,67.5,2,5.417335473515249
11670,bhoganhalli,1718.0,3.0,90.2,3,5.250291036088475
11671,bisuvanahalli,1075.0,2.0,32.0,3,2.9767441860465116
11672,other,1480.0,3.0,75.48,3,5.1
11673,other,500.0,1.0,13.0,1,2.6
11674,other,2400.0,4.0,325.0,5,13.541666666666666
11675,other,1200.0,4.0,125.0,4,10.416666666666666
11676,kanakpura road,1041.0,2.0,36.44,2,3.500480307396734
11677,other,1128.0,2.0,48.4,2,4.290780141843972
11678,hosur road,1685.0,3.0,90.0,3,5.341246290801187
11679,other,1180.0,2.0,65.0,2,5.508474576271187
11680,other,1200.0,2.0,60.0,2,5.0
11681,other,1250.0,3.0,39.5,3,3.16
11682,kanakpura road,900.0,2.0,41.0,2,4.555555555555555
11683,other,1000.0,2.0,45.0,2,4.5
11684,yelahanka new town,600.0,2.0,80.0,2,13.333333333333334
11685,2nd stage nagarbhavi,600.0,3.0,82.0,4,13.666666666666666
11686,vittasandra,1404.0,2.0,70.0,2,4.985754985754986
11687,ramagondanahalli,1610.0,2.0,115.0,3,7.142857142857143
11688,varthur,1760.0,2.0,85.0,2,4.829545454545454
11689,other,975.0,2.0,55.0,2,5.641025641025641
11690,other,1190.0,2.0,42.0,2,3.5294117647058822
11691,kudlu,1110.0,2.0,46.0,2,4.1441441441441444
11692,rajaji nagar,2415.0,3.0,399.0,3,16.52173913043478
11693,gunjur,1235.0,2.0,44.5,2,3.603238866396761
11694,other,1275.0,2.0,55.0,2,4.313725490196078
11695,other,1115.0,2.0,115.0,2,10.31390134529148
11696,harlur,1197.0,2.0,76.0,2,6.349206349206349
11697,begur road,644.0,1.0,32.0,1,4.968944099378882
11698,bellandur,1251.0,2.0,47.0,2,3.7569944044764187
11699,other,1105.0,2.0,30.0,2,2.7149321266968327
11700,other,1080.0,2.0,38.0,2,3.5185185185185186
11701,kudlu,2100.0,3.0,114.0,4,5.428571428571429
11702,other,1600.0,4.0,200.0,4,12.5
11703,other,1731.0,3.0,64.11,3,3.703639514731369
11704,hormavu,1206.0,2.0,55.0,2,4.560530679933665
11705,choodasandra,1560.0,3.0,78.0,3,5.0
11706,7th phase jp nagar,750.0,1.0,47.0,1,6.266666666666667
11707,other,1035.0,2.0,90.0,2,8.695652173913043
11708,ramamurthy nagar,1200.0,6.0,150.0,7,12.5
11709,sarjapur road,702.0,1.0,35.8,1,5.099715099715099
11710,attibele,1700.0,3.0,65.0,3,3.823529411764706
11711,other,1145.0,2.0,68.5,2,5.9825327510917035
11712,ramamurthy nagar,1208.0,2.0,43.5,3,3.6009933774834435
11713,brookefield,1589.0,3.0,74.0,3,4.657016991818754
11714,other,560.0,2.0,22.0,2,3.9285714285714284
11715,yelahanka new town,1426.0,2.0,61.5,3,4.312762973352034
11716,green glen layout,1885.0,3.0,135.0,3,7.161803713527852
11717,old madras road,935.0,2.0,37.77,2,4.039572192513369
11718,old madras road,1171.0,2.0,73.0,2,6.23398804440649
11719,singasandra,1465.0,2.0,60.0,2,4.09556313993174
11720,budigere,1820.0,3.0,95.0,3,5.21978021978022
11721,raja rajeshwari nagar,1580.0,2.0,66.85,3,4.231012658227847
11722,whitefield,1452.0,2.0,46.29,3,3.18801652892562
11723,hennur road,1445.0,2.0,89.56,3,6.197923875432526
11724,other,1170.0,2.0,39.0,2,3.3333333333333335
11725,other,1070.0,2.0,50.0,2,4.672897196261682
11726,kanakpura road,1100.0,3.0,53.0,3,4.818181818181818
11727,kothanur,1140.0,2.0,56.0,2,4.912280701754386
11728,rachenahalli,2600.0,3.0,160.0,3,6.153846153846154
11729,other,1532.0,3.0,59.75,3,3.900130548302872
11730,other,1150.0,2.0,46.0,2,4.0
11731,jakkur,1473.0,2.0,85.0,2,5.770536320434488
11732,kathriguppe,1350.0,3.0,80.99,3,5.999259259259259
11733,other,4040.0,4.0,500.0,4,12.376237623762377
11734,cv raman nagar,1980.0,4.0,166.0,3,8.383838383838384
11735,hoodi,1660.0,3.0,128.0,3,7.710843373493976
11736,kogilu,2456.0,7.0,85.0,7,3.460912052117264
11737,other,650.0,2.0,45.0,2,6.923076923076923
11738,other,4000.0,5.0,425.0,5,10.625
11739,malleshwaram,2475.0,4.0,340.0,3,13.737373737373737
11740,other,1495.0,3.0,90.0,3,6.0200668896321075
11741,r.t. nagar,1080.0,2.0,48.0,2,4.444444444444445
11742,electronic city,1521.0,2.0,57.5,3,3.780407626561473
11743,other,1053.0,2.0,51.0,2,4.843304843304844
11744,binny pete,2406.0,5.0,289.0,3,12.011637572734829
11745,kanakpura road,800.0,5.0,115.0,4,14.375
11746,7th phase jp nagar,1050.0,2.0,42.0,2,4.0
11747,thanisandra,1430.0,2.0,51.48,3,3.6
11748,other,2400.0,3.0,12.0,3,0.5
11749,other,1250.0,3.0,39.0,3,3.12
11750,other,1200.0,2.0,75.0,4,6.25
11751,ulsoor,840.0,1.0,150.0,1,17.857142857142858
11752,uttarahalli,1000.0,2.0,39.5,2,3.95
11753,bannerghatta road,1630.0,3.0,68.0,3,4.171779141104294
11754,kammasandra,985.0,2.0,40.5,2,4.111675126903553
11755,btm 2nd stage,1200.0,2.0,70.0,2,5.833333333333333
11756,ambalipura,1650.0,3.0,100.0,3,6.0606060606060606
11757,other,1670.0,3.0,59.0,3,3.532934131736527
11758,other,1200.0,5.0,205.0,5,17.083333333333332
11759,sarjapur road,1240.0,4.0,110.0,4,8.870967741935484
11760,other,1000.0,2.0,60.0,2,6.0
11761,other,830.0,2.0,26.0,2,3.1325301204819276
11762,ramagondanahalli,1200.0,3.0,56.1,3,4.675
11763,other,9600.0,7.0,2736.0,5,28.5
11764,begur road,2500.0,6.0,122.5,4,4.9
11765,haralur road,1140.0,2.0,43.0,2,3.7719298245614037
11766,nagarbhavi,1635.0,3.0,85.0,3,5.198776758409786
11767,hsr layout,1120.0,2.0,70.0,2,6.25
11768,other,2750.0,6.0,200.0,6,7.2727272727272725
11769,other,1760.0,3.0,185.0,3,10.511363636363637
11770,harlur,2137.0,3.0,110.0,3,5.147402901263454
11771,hennur road,973.0,2.0,50.74,2,5.214799588900308
11772,kundalahalli,1724.0,3.0,146.0,3,8.468677494199536
11773,banashankari,1020.0,2.0,40.79,2,3.9990196078431373
11775,electronic city,750.0,1.0,35.0,1,4.666666666666667
11776,kambipura,883.0,2.0,49.0,2,5.549263873159683
11777,other,660.0,2.0,76.0,2,11.515151515151516
11778,ramagondanahalli,2787.0,5.0,220.0,4,7.893792608539648
11779,other,1470.0,2.0,60.0,3,4.081632653061225
11780,electronics city phase 1,891.0,2.0,24.95,2,2.8002244668911334
11781,other,1275.0,2.0,76.0,2,5.96078431372549
11782,kothanur,1787.0,3.0,120.0,3,6.715165081141578
11783,8th phase jp nagar,1730.0,5.0,75.0,5,4.335260115606936
11784,sarjapur road,1320.0,2.0,110.0,2,8.333333333333334
11785,yeshwanthpur,1692.0,3.0,108.0,3,6.382978723404255
11786,bannerghatta road,1400.0,3.0,69.0,3,4.928571428571429
11787,sarjapur road,1115.0,2.0,50.0,2,4.484304932735426
11788,whitefield,1370.0,2.0,56.0,2,4.087591240875913
11789,other,1602.0,3.0,56.0,3,3.495630461922597
11790,other,793.0,1.0,40.0,1,5.044136191677175
11791,other,675.0,1.0,35.0,1,5.185185185185185
11792,other,3250.0,4.0,136.0,4,4.184615384615385
11793,whitefield,1050.0,2.0,43.0,2,4.095238095238095
11794,other,1035.0,2.0,42.5,2,4.106280193236715
11795,sarjapur road,1200.0,2.0,44.0,3,3.6666666666666665
11796,sarjapur road,1800.0,3.0,128.0,3,7.111111111111111
11797,green glen layout,1625.0,3.0,70.0,3,4.3076923076923075
11798,electronics city phase 1,1032.0,2.0,31.99,2,3.0998062015503876
11799,whitefield,1496.0,2.0,71.81,3,4.800133689839572
11800,other,1100.0,2.0,38.0,2,3.4545454545454546
11801,kundalahalli,1500.0,3.0,50.0,3,3.3333333333333335
11802,electronic city phase ii,1125.0,2.0,32.63,2,2.900444444444445
11803,other,1555.0,3.0,73.0,3,4.694533762057878
11804,amruthahalli,1025.0,2.0,42.0,2,4.097560975609756
11805,hennur road,1482.0,2.0,83.73,3,5.649797570850202
11806,other,1630.0,2.0,130.0,3,7.975460122699387
11807,other,900.0,2.0,44.5,2,4.944444444444445
11808,yelahanka,1355.0,2.0,75.0,3,5.535055350553505
11809,other,2360.0,4.0,601.0,4,25.466101694915253
11810,akshaya nagar,1200.0,2.0,45.0,2,3.75
11811,other,1563.0,3.0,63.0,3,4.030710172744722
11812,other,1344.0,4.0,84.0,4,6.25
11813,other,3000.0,3.0,400.0,3,13.333333333333334
11814,5th phase jp nagar,812.0,2.0,42.0,2,5.172413793103448
11815,basaveshwara nagar,1200.0,2.0,70.0,2,5.833333333333333
11816,yelahanka,3175.0,4.0,156.0,4,4.913385826771654
11817,marathahalli,1360.0,2.0,101.0,2,7.426470588235294
11818,hegde nagar,1835.0,3.0,88.0,3,4.795640326975477
11819,rachenahalli,1756.0,3.0,110.0,3,6.264236902050114
11820,8th phase jp nagar,1296.0,2.0,51.83,3,3.9992283950617282
11821,haralur road,1300.0,2.0,75.0,2,5.769230769230769
11822,anandapura,1141.0,2.0,50.0,2,4.382120946538125
11823,poorna pragna layout,1270.0,2.0,50.79,3,3.999212598425197
11824,electronic city,1210.0,2.0,55.0,2,4.545454545454546
11825,hormavu,1310.0,2.0,67.0,2,5.114503816793893
11826,other,1356.0,5.0,139.0,5,10.250737463126844
11827,magadi road,1187.0,2.0,55.195,3,4.649957877000842
11828,gubbalala,1745.0,3.0,140.0,3,8.022922636103152
11829,kr puram,1200.0,5.0,125.0,5,10.416666666666666
11830,raja rajeshwari nagar,1050.0,2.0,37.0,2,3.5238095238095237
11831,banashankari,2400.0,4.0,500.0,4,20.833333333333332
11832,electronic city phase ii,1140.0,2.0,34.0,2,2.982456140350877
11833,varthur,1210.0,2.0,54.0,2,4.462809917355372
11834,kasavanhalli,2035.0,3.0,142.0,3,6.977886977886978
11835,sarjapur,633.0,1.0,17.09,1,2.6998420221169037
11836,amruthahalli,485.0,1.0,19.5,1,4.020618556701031
11837,varthur,1112.0,2.0,40.0,2,3.597122302158273
11838,other,1200.0,2.0,82.0,2,6.833333333333333
11839,sarjapur road,2275.0,4.0,187.0,3,8.219780219780219
11840,other,1419.0,3.0,85.0,3,5.990133897110641
11841,other,1195.0,2.0,42.4,2,3.5481171548117154
11842,other,2020.0,3.0,270.0,3,13.366336633663366
11843,kundalahalli,1047.0,2.0,91.0,2,8.691499522445081
11844,thanisandra,1884.0,4.0,117.0,3,6.210191082802548
11845,other,1200.0,3.0,149.0,3,12.416666666666666
11846,bannerghatta road,905.0,2.0,58.0,2,6.4088397790055245
11847,jp nagar,1500.0,2.0,108.0,3,7.2
11848,other,850.0,1.0,50.0,1,5.882352941176471
11849,bommasandra industrial area,1125.0,2.0,32.49,2,2.888
11850,other,1165.0,2.0,59.8,2,5.133047210300429
11851,other,933.0,2.0,55.0,2,5.894962486602358
11852,hennur road,1305.0,2.0,77.0,3,5.900383141762452
11853,other,1125.0,2.0,65.0,2,5.777777777777778
11854,other,865.0,2.0,33.0,2,3.815028901734104
11855,jigani,1245.0,3.0,66.0,3,5.301204819277109
11856,other,8840.0,2.0,300.0,2,3.3936651583710407
11857,other,1145.0,2.0,60.0,3,5.240174672489083
11858,other,2000.0,3.0,90.0,3,4.5
11859,hosa road,625.0,1.0,43.68,1,6.9888
11860,kundalahalli,1724.0,3.0,128.0,3,7.424593967517401
11861,other,400.0,1.0,75.0,1,18.75
11862,sarjapur road,1270.0,2.0,54.0,3,4.251968503937008
11863,other,1250.0,3.0,39.5,3,3.16
11864,jakkur,1485.0,3.0,72.0,3,4.848484848484849
11865,other,823.0,2.0,80.0,2,9.720534629404618
11866,7th phase jp nagar,990.0,2.0,50.0,2,5.05050505050505
11867,tc palaya,1200.0,2.0,66.0,3,5.5
11868,kothanur,1185.0,2.0,59.0,2,4.9789029535864975
11869,other,1140.0,2.0,78.0,2,6.842105263157895
11870,ambedkar nagar,1950.0,4.0,120.0,3,6.153846153846154
11871,yelahanka,1756.0,3.0,125.0,3,7.118451025056948
11872,kumaraswami layout,2600.0,4.0,300.0,4,11.538461538461538
11873,chandapura,520.0,1.0,14.04,1,2.7
11874,other,1025.0,2.0,48.0,2,4.682926829268292
11875,whitefield,1216.0,2.0,72.0,2,5.921052631578948
11876,sarjapur road,1026.0,2.0,60.8,2,5.925925925925926
11877,sarjapur road,3335.0,4.0,300.0,4,8.995502248875562
11878,kodichikkanahalli,2700.0,4.0,125.0,5,4.62962962962963
11879,other,1411.0,2.0,60.0,3,4.252303330970943
11880,kanakpura road,1320.0,2.0,39.6,3,3.0
11881,other,1320.0,2.0,50.0,2,3.787878787878788
11882,other,615.0,4.0,110.0,4,17.88617886178862
11883,kalena agrahara,1804.0,3.0,155.0,3,8.592017738359202
11884,hsr layout,1140.0,2.0,46.0,2,4.035087719298246
11885,other,1200.0,4.0,105.0,4,8.75
11886,hebbal,2375.0,4.0,189.0,4,7.957894736842105
11887,other,1750.0,3.0,120.0,3,6.857142857142857
11888,other,960.0,5.0,130.0,9,13.541666666666666
11889,tc palaya,1152.0,2.0,55.0,2,4.774305555555555
11890,thanisandra,965.0,2.0,54.0,2,5.595854922279793
11891,lingadheeranahalli,1684.0,3.0,120.0,3,7.1258907363420425
11892,hennur road,1672.0,3.0,86.0,3,5.143540669856459
11893,panathur,1075.0,2.0,60.0,2,5.5813953488372094
11894,sarjapur,1500.0,5.0,95.0,3,6.333333333333333
11895,other,1464.0,3.0,56.0,3,3.8251366120218577
11896,hebbal,1420.0,2.0,99.26,2,6.990140845070423
11897,other,750.0,2.0,40.0,2,5.333333333333333
11898,yeshwanthpur,1169.0,2.0,64.08,2,5.481608212147134
11899,devanahalli,1290.0,2.0,62.0,3,4.8062015503875966
11900,kengeri,1160.0,2.0,40.6,2,3.5
11901,other,2800.0,5.0,95.0,7,3.392857142857143
11902,mysore road,1500.0,3.0,70.0,3,4.666666666666667
11903,domlur,1850.0,3.0,180.0,3,9.72972972972973
11904,other,1300.0,3.0,46.0,3,3.5384615384615383
11905,electronic city phase ii,1310.0,2.0,37.84,3,2.888549618320611
11906,other,2750.0,5.0,550.0,3,20.0
11907,other,2150.0,3.0,170.0,3,7.906976744186046
11908,other,5100.0,5.0,300.0,6,5.882352941176471
11909,kanakpura road,1300.0,2.0,69.0,3,5.3076923076923075
11910,kadugodi,1875.0,2.0,110.0,3,5.866666666666666
11911,hulimavu,1260.0,2.0,82.0,3,6.507936507936508
11912,kengeri,2500.0,4.0,100.0,5,4.0
11913,begur road,1241.0,2.0,64.0,2,5.157131345688961
11914,sarjapur road,1025.0,2.0,45.5,2,4.439024390243903
11915,other,1500.0,1.0,218.0,2,14.533333333333333
11916,electronic city,1070.0,2.0,60.0,2,5.607476635514018
11917,other,815.0,2.0,40.0,2,4.9079754601226995
11918,kanakpura road,2000.0,3.0,105.0,3,5.25
11919,malleshwaram,1400.0,2.0,190.0,2,13.571428571428571
11920,varthur,1740.0,4.0,175.0,4,10.057471264367816
11921,other,5667.5,5.0,300.0,4,5.29333921482135
11922,sarjapur road,1216.0,2.0,70.0,2,5.756578947368421
11923,other,2200.0,2.0,190.0,3,8.636363636363637
11924,hegde nagar,3500.0,5.0,450.0,4,12.857142857142858
11925,other,970.0,6.0,105.0,6,10.824742268041238
11926,vidyaranyapura,3150.0,7.0,375.0,7,11.904761904761905
11927,kanakpura road,1200.0,2.0,62.0,2,5.166666666666667
11928,marathahalli,1026.0,2.0,50.18,2,4.89083820662768
11929,hulimavu,450.0,1.0,20.0,1,4.444444444444445
11930,kr puram,1205.0,2.0,45.79,2,3.8
11931,other,1368.0,2.0,87.0,2,6.359649122807017
11932,anekal,420.0,1.0,12.5,1,2.9761904761904763
11933,other,1270.0,2.0,42.0,2,3.3070866141732282
11934,anekal,614.0,1.0,28.0,2,4.5602605863192185
11935,margondanahalli,1050.0,2.0,58.0,2,5.523809523809524
11936,yelahanka,1408.0,2.0,58.0,2,4.119318181818182
11937,subramanyapura,1223.0,2.0,42.81,3,3.500408830744072
11938,other,1507.0,3.0,80.0,3,5.308560053085601
11939,other,1160.0,2.0,57.0,2,4.913793103448276
11940,other,1200.0,3.0,70.0,3,5.833333333333333
11941,poorna pragna layout,960.0,2.0,50.0,2,5.208333333333333
11942,other,1021.0,2.0,46.0,2,4.505386875612145
11943,hegde nagar,2162.03,4.0,129.0,3,5.966614709324108
11944,channasandra,1065.0,2.0,36.0,2,3.380281690140845
11945,attibele,400.0,1.0,10.25,1,2.5625
11946,bannerghatta road,1465.0,2.0,75.0,3,5.1194539249146755
11947,kanakpura road,900.0,2.0,41.0,2,4.555555555555555
11948,marathahalli,1800.0,3.0,95.0,3,5.277777777777778
11949,other,1175.0,2.0,83.0,2,7.0638297872340425
11950,other,6729.0,4.0,900.0,3,13.374944271065537
11951,vijayanagar,1500.0,4.0,360.0,4,24.0
11952,sanjay nagar,1050.0,2.0,59.0,2,5.619047619047619
11953,electronic city phase ii,1400.0,2.0,40.43,3,2.887857142857143
11954,indira nagar,1650.0,3.0,150.0,3,9.090909090909092
11955,kr puram,1827.0,3.0,97.0,3,5.309250136836344
11956,thanisandra,1930.0,4.0,122.0,3,6.321243523316062
11957,mysore road,883.0,2.0,37.0,2,4.190260475651189
11958,kengeri,550.0,1.0,16.75,1,3.0454545454545454
11959,electronic city,1400.0,2.0,40.44,3,2.888571428571429
11960,other,1350.0,4.0,310.0,4,22.962962962962962
11961,kanakapura,1290.0,2.0,38.69,3,2.9992248062015503
11962,raja rajeshwari nagar,1021.0,3.0,59.0,3,5.778648383937316
11963,whitefield,1158.0,2.0,55.0,2,4.7495682210708114
11964,other,1200.0,4.0,99.0,5,8.25
11965,nagarbhavi,1400.0,2.0,135.0,3,9.642857142857142
11966,other,2400.0,3.0,200.0,4,8.333333333333334
11967,munnekollal,1200.0,2.0,57.9,3,4.825
11968,jp nagar,1520.0,3.0,125.0,3,8.223684210526315
11969,thanisandra,777.0,1.0,38.46,1,4.94980694980695
11970,epip zone,2710.0,3.0,177.0,3,6.531365313653136
11971,other,1150.0,2.0,57.0,2,4.956521739130435
11972,yelahanka,1101.0,2.0,37.0,2,3.360581289736603
11973,other,1200.0,2.0,110.0,3,9.166666666666666
11974,hebbal,1252.0,2.0,92.0,2,7.348242811501597
11975,marathahalli,1650.0,3.0,85.0,3,5.151515151515151
11976,marathahalli,1270.0,2.0,80.0,2,6.299212598425197
11977,tumkur road,992.0,2.0,70.0,2,7.056451612903226
11978,other,2000.0,3.0,85.0,3,4.25
11979,other,893.0,2.0,34.5,2,3.8633818589025757
11980,bisuvanahalli,1075.0,2.0,41.49,3,3.8595348837209302
11981,kumaraswami layout,3200.0,7.0,150.0,7,4.6875
11982,electronic city,1190.0,2.0,42.0,2,3.5294117647058822
11983,other,800.0,2.0,60.0,3,7.5
11984,sarjapur road,1814.0,3.0,63.0,3,3.4729878721058434
11985,other,1400.0,3.0,98.0,3,7.0
11986,bommasandra,1400.0,6.0,252.0,5,18.0
11987,other,1344.0,2.0,56.0,3,4.166666666666667
11988,whitefield,5400.0,5.0,475.0,4,8.796296296296296
11989,kanakpura road,1843.0,3.0,95.0,3,5.154639175257732
11990,other,1138.0,2.0,32.0,2,2.81195079086116
11991,other,1495.0,2.0,70.0,3,4.682274247491639
11992,electronic city,880.0,2.0,19.0,2,2.159090909090909
11993,whitefield,1396.0,3.0,74.0,3,5.300859598853868
11994,other,1610.0,2.0,119.0,3,7.391304347826087
11995,other,1050.0,2.0,55.0,2,5.238095238095238
11996,other,1410.0,2.0,43.71,3,3.1
11997,ramamurthy nagar,1050.0,2.0,37.8,2,3.5999999999999996
11998,kumaraswami layout,1310.0,2.0,85.0,3,6.488549618320611
11999,yelahanka,1104.0,2.0,58.0,2,5.253623188405797
12000,hennur road,1165.0,2.0,67.0,2,5.75107296137339
12001,kudlu,1027.0,2.0,44.0,2,4.284323271665044
12002,hormavu,1310.0,2.0,60.0,2,4.580152671755725
12003,other,1052.0,2.0,52.0,2,4.942965779467681
12004,singasandra,1464.0,3.0,56.0,3,3.8251366120218577
12005,other,1000.0,2.0,45.0,2,4.5
12006,other,2240.0,3.0,300.0,3,13.392857142857142
12007,electronic city,1150.0,2.0,38.08,2,3.311304347826087
12008,thanisandra,2019.0,3.0,70.67,3,3.5002476473501734
12009,varthur,986.0,2.0,31.0,2,3.1440162271805274
12010,banashankari stage iii,1350.0,1.0,145.0,1,10.74074074074074
12011,9th phase jp nagar,800.0,8.0,140.0,8,17.5
12012,akshaya nagar,1893.0,4.0,95.0,3,5.018489170628632
12013,other,1318.0,3.0,56.0,3,4.24886191198786
12014,yelahanka,1325.0,2.0,58.0,3,4.377358490566038
12015,other,800.0,2.0,33.0,2,4.125
12016,other,1300.0,3.0,42.25,3,3.25
12017,other,1300.0,2.0,60.0,3,4.615384615384615
12018,other,1010.0,2.0,52.0,2,5.148514851485149
12019,banashankari,1260.0,2.0,75.0,2,5.9523809523809526
12020,ulsoor,2500.0,4.0,170.0,4,6.8
12021,other,1520.0,3.0,165.0,3,10.855263157894736
12022,bellandur,1665.0,3.0,85.0,3,5.105105105105105
12023,subramanyapura,1800.0,3.0,80.0,3,4.444444444444445
12024,harlur,1197.0,2.0,75.0,2,6.265664160401003
12025,other,1050.0,2.0,45.0,2,4.285714285714286
12026,other,910.0,4.0,194.0,5,21.318681318681318
12027,thanisandra,1241.0,2.0,68.0,3,5.47945205479452
12028,other,1567.0,2.0,62.0,3,3.956604977664327
12029,kasavanhalli,1747.0,3.0,110.0,3,6.296508299942759
12030,ramagondanahalli,1475.0,2.0,55.0,3,3.7288135593220337
12031,other,600.0,4.0,70.0,4,11.666666666666666
12032,other,1524.0,4.0,400.0,3,26.246719160104988
12033,hennur road,980.0,2.0,51.0,2,5.204081632653061
12034,other,966.0,2.0,58.0,2,6.004140786749482
12035,other,2360.0,3.0,185.0,4,7.838983050847458
12036,sarjapur road,1112.0,2.0,62.0,2,5.575539568345324
12037,electronic city,550.0,1.0,16.0,2,2.909090909090909
12038,other,1760.0,3.0,90.0,3,5.113636363636363
12039,hennur,1830.0,2.0,113.0,3,6.174863387978142
12040,yelahanka,1175.0,2.0,67.77,2,5.767659574468085
12041,whitefield,1175.0,2.0,41.0,2,3.4893617021276597
